movie_title,Worldwide,Domestic,Domestic_percent,Foreign,Foreign_percent
Dream House,"$39,984,400.00","$21,302,340.00",53.30%,"$18,682,060.00",46.70%
Love O2O,"$39,969,537.00",-,-,"$39,969,537.00",100%
Brotherhood of Blades 2,"$39,966,092.00","$14,204.00",<0.1%,"$39,951,888.00",100%
Bloodshot,"$39,861,118.00","$12,561,824.00",31.50%,"$27,299,294.00",68.50%
Monte Carlo,"$39,782,683.00","$23,186,769.00",58.30%,"$16,595,914.00",41.70%
Eiga Kaibutsukun,"$39,766,344.00",-,-,"$39,766,344.00",100%
The Last Wish,"$39,756,292.00",-,-,"$39,756,292.00",100%
Midnight Runners,"$39,730,433.00",-,-,"$39,730,433.00",100%
Tokyo Revengers,"$39,714,073.00",-,-,"$39,714,073.00",100%
The Forest,"$39,712,000.00","$26,594,261.00",67%,"$13,117,739.00",33%
SP: The Motion Picture I,"$39,674,739.00",-,-,"$39,674,739.00",100%
The November Man,"$39,661,919.00","$25,018,119.00",63.10%,"$14,643,800.00",36.90%
Nightmare Alley,"$39,629,195.00","$11,338,107.00",28.60%,"$28,291,088.00",71.40%
Intimate Strangers,"$39,576,060.00",-,-,"$39,576,060.00",100%
Thugs of Hindostan,"$39,570,044.00","$1,449,848.00",3.70%,"$38,120,196.00",96.30%
Recep Ivedik 4,"$39,477,906.00",-,-,"$39,477,906.00",100%
Nomadland,"$39,458,207.00","$3,700,000.00",9.40%,"$35,758,207.00",90.60%
Don Jon,"$39,439,355.00","$24,477,704.00",62.10%,"$14,961,651.00",37.90%
Sin City: A Dame to Kill For,"$39,407,616.00","$13,757,804.00",34.90%,"$25,649,812.00",65.10%
King Richard,"$39,359,895.00","$15,129,285.00",38.40%,"$24,230,610.00",61.60%
Uri: The Surgical Strike,"$39,346,577.00","$4,186,168.00",10.60%,"$35,160,409.00",89.40%
The Gambler,"$39,280,992.00","$33,680,992.00",85.70%,"$5,600,000.00",14.30%
Mars Needs Moms,"$39,233,678.00","$21,392,758.00",54.50%,"$17,840,920.00",45.50%
Absolutely Fabulous: The Movie,"$39,219,109.00","$4,772,155.00",12.20%,"$34,446,954.00",87.80%
My Mom Is a Character 2,"$39,195,565.00",-,-,"$39,195,565.00",100%
Sink or Swim,"$39,193,850.00",-,-,"$39,193,850.00",100%
Samba,"$39,178,695.00","$151,530.00",0.40%,"$39,027,165.00",99.60%
Show Dogs,"$39,156,854.00","$17,857,020.00",45.60%,"$21,299,834.00",54.40%
Women Who Flirt,"$39,156,132.00","$375,495.00",1%,"$38,780,637.00",99%
Masterpiece Mystery: Sherlock: The Abominable Bride,"$39,139,204.00",-,-,"$39,139,204.00",100%
Ex-Files 2: The Backup Strikes Back,"$39,108,291.00",-,-,"$39,108,291.00",100%
Believer,"$39,047,153.00","$365,639.00",0.90%,"$38,681,514.00",99.10%
The Crown Jewels,"$39,000,000.00",-,-,"$39,000,000.00",100%
Forbidden Empire 2014 Re-release,"$38,885,962.00",-,-,"$38,885,962.00",100%
The Spy Gone North,"$38,844,509.00","$500,803.00",1.30%,"$38,343,706.00",98.70%
Criminal,"$38,803,993.00","$14,708,696.00",37.90%,"$24,095,297.00",62.10%
Antoine and Sebastian,"$38,719,881.00",-,-,"$38,719,881.00",100%
On the Basis of Sex,"$38,673,750.00","$24,622,687.00",63.70%,"$14,051,063.00",36.30%
"Crouching Tiger, Hidden Dragon: Sword of Destiny","$38,659,039.00",-,-,"$38,659,039.00",100%
The Best of Me,"$38,609,668.00","$26,766,213.00",69.30%,"$11,843,455.00",30.70%
Taxi 5,"$38,598,227.00",-,-,"$38,598,227.00",100%
Million Dollar Arm,"$38,483,455.00","$36,457,627.00",94.70%,"$2,025,828.00",5.30%
Chernobyl Diaries,"$38,390,020.00","$18,119,640.00",47.20%,"$20,270,380.00",52.80%
Boruto: Naruto The Movie,"$38,362,448.00","$919,651.00",2.40%,"$37,442,797.00",97.60%
The Lazarus Effect,"$38,356,892.00","$25,801,570.00",67.30%,"$12,555,322.00",32.70%
Don't Be Afraid of the Dark,"$38,269,529.00","$24,046,682.00",62.80%,"$14,222,847.00",37.20%
The Water Diviner,"$38,176,317.00","$4,196,641.00",11%,"$33,979,676.00",89%
Jumping the Broom,"$38,158,601.00","$37,295,394.00",97.70%,"$863,207.00",2.30%
The First Slam Dunk,"$38,123,760.00",-,-,"$38,123,760.00",100%
One for the Money,"$38,080,789.00","$26,414,527.00",69.40%,"$11,666,262.00",30.60%
Arashi Anniversary Tour 5 x 20 Film: Record of Memories,"$38,052,695.00",-,-,"$38,052,695.00",100%
But Always,"$38,039,248.00","$430,760.00",1.10%,"$37,608,488.00",98.90%
Overcomer,"$38,026,103.00","$34,746,945.00",91.40%,"$3,279,158.00",8.60%
The Eagle,"$37,989,684.00","$19,490,041.00",51.30%,"$18,499,643.00",48.70%
Kokkuri-san: Gekijô-ban,"$37,982,240.00",-,-,"$37,982,240.00",100%
For Colored Girls,"$37,981,984.00","$37,729,698.00",99.30%,"$252,286.00",0.70%
Helios,"$37,938,005.00",-,-,"$37,938,005.00",100%
Killing Them Softly,"$37,930,465.00","$15,026,056.00",39.60%,"$22,904,409.00",60.40%
The King,"$37,886,707.00",-,-,"$37,886,707.00",100%
Hell or High Water,"$37,879,877.00","$27,007,844.00",71.30%,"$10,872,033.00",28.70%
Cold Eyes,"$37,795,598.00",-,-,"$37,795,598.00",100%
Mission Milano,"$37,749,848.00",-,-,"$37,749,848.00",100%
The Handmaiden,"$37,692,886.00","$2,006,788.00",5.30%,"$35,686,098.00",94.70%
The Yinyang Master,"$37,690,000.00",-,-,"$37,690,000.00",100%
Rurouni Kenshin Part I: Origins,"$37,654,579.00",-,-,"$37,654,579.00",100%
Pokémon the Movie: I Choose You!,"$37,552,144.00","$2,401,722.00",6.40%,"$35,150,422.00",93.60%
Fat Buddies,"$37,496,410.00",-,-,"$37,496,410.00",100%
A Walk in the Woods,"$37,461,274.00","$29,504,281.00",78.80%,"$7,956,993.00",21.20%
T-34,"$37,410,850.00",-,-,"$37,410,850.00",100%
Sarileru Neekevvaru,"$37,389,889.00","$821,000.00",2.20%,"$36,568,889.00",97.80%
Pain and Glory,"$37,359,689.00","$4,567,338.00",12.20%,"$32,792,351.00",87.80%
Snowden,"$37,357,216.00","$21,587,519.00",57.80%,"$15,769,697.00",42.20%
Home Again,"$37,270,721.00","$27,020,284.00",72.50%,"$10,250,437.00",27.50%
"Like Father, Like Son","$37,170,163.00","$334,616.00",0.90%,"$36,835,547.00",99.10%
A Witness Out of the Blue,"$37,092,694.00",-,-,"$37,092,694.00",100%
Orphan: First Kill,"$37,083,743.00","$5,413,227.00",14.60%,"$31,670,516.00",85.40%
Till The End Of The World,"$37,013,733.00","$118,660.00",0.30%,"$36,895,073.00",99.70%
Rurouni Kenshin: Final Chapter Part I - The Final,"$36,964,978.00",-,-,"$36,964,978.00",100%
2,"$36,945,969.00","$4,152,000.00",11.20%,"$32,793,969.00",88.80%
Devil's Due,"$36,921,560.00","$15,821,461.00",42.90%,"$21,100,099.00",57.10%
Ex Machina,"$36,869,414.00","$25,442,958.00",69%,"$11,426,456.00",31%
The Adventurers,"$36,796,816.00","$216,556.00",0.60%,"$36,580,260.00",99.40%
New Interpretation Records of the Three Kingdoms,"$36,747,486.00",-,-,"$36,747,486.00",100%
Burnt,"$36,606,743.00","$13,651,946.00",37.30%,"$22,954,797.00",62.70%
The Intruder,"$36,599,361.00","$35,419,122.00",96.80%,"$1,180,239.00",3.20%
The Priests,"$36,577,134.00","$185,093.00",0.50%,"$36,392,041.00",99.50%
The Tower,"$36,512,327.00",-,-,"$36,512,327.00",100%
Detective Conan: The Lost Ship in the Sky,"$36,407,407.00",-,-,"$36,407,407.00",100%
Detective Conan: Private Eye in the Distant Sea,"$36,324,232.00",-,-,"$36,324,232.00",100%
Secret Reunion,"$36,298,578.00",-,-,"$36,298,578.00",100%
Furry Vengeance,"$36,288,132.00","$17,630,465.00",48.60%,"$18,657,667.00",51.40%
A Most Wanted Man,"$36,233,517.00","$17,237,855.00",47.60%,"$18,995,662.00",52.40%
A Very Harold & Kumar Christmas,"$36,192,775.00","$35,061,031.00",96.90%,"$1,131,744.00",3.10%
Nobunaga Concerto: The Movie,"$36,187,594.00",-,-,"$36,187,594.00",100%
Dügün Dernek,"$36,185,741.00",-,-,"$36,185,741.00",100%
The Confidence Man JP: Princess,"$36,109,913.00",-,-,"$36,109,913.00",100%
The Door Lock,"$36,100,000.00",-,-,"$36,100,000.00",100%
Nothing to Lose,"$36,075,317.00","$1,016,188.00",2.80%,"$35,059,129.00",97.20%
Kundo: Age of the Rampant,"$35,941,291.00","$280,958.00",0.80%,"$35,660,333.00",99.20%
Ra.One,"$35,911,689.00","$2,511,689.00",7%,"$33,400,000.00",93%
You Will Meet a Tall Dark Stranger,"$35,867,322.00","$3,248,246.00",9.10%,"$32,619,076.00",90.90%
Doraemon the Movie: The New Records of Nobita's Spaceblazer 2014 Re-release,"$35,861,856.00",-,-,"$35,861,856.00",100%
Conquest 1453,"$35,797,045.00","$35,730.00",<0.1%,"$35,761,315.00",99.90%
The New Adventures of Aladdin,"$35,771,820.00",-,-,"$35,771,820.00",100%
Heidi,"$35,755,670.00",-,-,"$35,755,670.00",100%
"Tad, the Lost Explorer, and the Secret of King Midas","$35,704,046.00","$5,874.00",<0.1%,"$35,698,172.00",100%
Hostiles,"$35,669,017.00","$29,819,114.00",83.60%,"$5,849,903.00",16.40%
The Terror Live,"$35,659,824.00",-,-,"$35,659,824.00",100%
Faster,"$35,626,958.00","$23,240,020.00",65.20%,"$12,386,938.00",34.80%
Good Deeds,"$35,579,177.00","$35,025,791.00",98.40%,"$553,386.00",1.60%
The Queen's Corgi,"$35,515,687.00",-,-,"$35,515,687.00",100%
Mia and the White Lion,"$35,487,190.00","$399,471.00",1.10%,"$35,087,719.00",98.90%
Arbitrage,"$35,485,056.00","$7,919,574.00",22.30%,"$27,565,482.00",77.70%
Hide and Seek,"$35,461,505.00",-,-,"$35,461,505.00",100%
Room,"$35,401,758.00","$14,677,654.00",41.50%,"$20,724,104.00",58.50%
Namiya,"$35,351,623.00","$70,814.00",0.20%,"$35,280,809.00",99.80%
Black Panther 2020 Re-release,"$35,335,665.00","$367,000.00",1%,"$34,968,665.00",99%
Eye in the Sky,"$35,259,653.00","$18,704,595.00",53%,"$16,555,058.00",47%
Les Tuche 2: The American Dream,"$35,210,425.00",-,-,"$35,210,425.00",100%
Courageous,"$35,185,884.00","$34,522,221.00",98.10%,"$663,663.00",1.90%
Destiny: The Tale of Kamakura,"$35,166,640.00",-,-,"$35,166,640.00",100%
The Girl in the Spider's Web,"$35,164,920.00","$14,841,338.00",42.20%,"$20,323,582.00",57.80%
My Week with Marilyn,"$35,057,696.00","$14,600,347.00",41.60%,"$20,457,349.00",58.40%
The Liquidator,"$35,046,130.00",-,-,"$35,046,130.00",100%
Welcome to the North,"$34,995,189.00",-,-,"$34,995,189.00",100%
I Fell in Love Like a Flower Bouquet,"$34,975,905.00",-,-,"$34,975,905.00",100%
Kingdom II: Harukanaru Daichi e,"$34,963,395.00",-,-,"$34,963,395.00",100%
Blind Detective,"$34,958,596.00",-,-,"$34,958,596.00",100%
When Marnie Was There,"$34,949,567.00","$561,085.00",1.60%,"$34,388,482.00",98.40%
The Sitter,"$34,942,188.00","$30,441,326.00",87.10%,"$4,500,862.00",12.90%
The Hate U Give,"$34,934,009.00","$29,719,483.00",85.10%,"$5,214,526.00",14.90%
Lost and Love,"$34,930,177.00","$188,817.00",0.50%,"$34,741,360.00",99.50%
Malignant,"$34,892,041.00","$13,391,791.00",38.40%,"$21,500,250.00",61.60%
Secret in Their Eyes,"$34,854,990.00","$20,180,155.00",57.90%,"$14,674,835.00",42.10%
"Dad, Where Are We Going 2","$34,840,000.00",-,-,"$34,840,000.00",100%
Chimpanzee,"$34,823,764.00","$28,972,764.00",83.20%,"$5,851,000.00",16.80%
Kidnap,"$34,814,102.00","$30,971,040.00",89%,"$3,843,062.00",11%
Doraemon: Nobita no uchuu eiyuuki,"$34,811,747.00",-,-,"$34,811,747.00",100%
Broken City,"$34,737,199.00","$19,701,164.00",56.70%,"$15,036,035.00",43.30%
Endless Love,"$34,718,173.00","$23,438,250.00",67.50%,"$11,279,923.00",32.50%
Jane Eyre,"$34,710,627.00","$11,242,660.00",32.40%,"$23,467,967.00",67.60%
The Kids Are All Right,"$34,705,850.00","$20,811,365.00",60%,"$13,894,485.00",40%
Doraemon The Movie: Nobita's Great Battle of the Mermaid King,"$34,702,573.00",-,-,"$34,702,573.00",100%
The Man Standing Next,"$34,664,900.00","$113,527.00",0.30%,"$34,551,373.00",99.70%
Alex Cross,"$34,618,867.00","$25,888,412.00",74.80%,"$8,730,455.00",25.20%
The Extraordinary Adventures of Adèle Blanc-Sec,"$34,604,339.00",-,-,"$34,604,339.00",100%
R.A.I.D. Special Unit,"$34,598,750.00",-,-,"$34,598,750.00",100%
Salmon Fishing in the Yemen,"$34,564,651.00","$9,047,981.00",26.20%,"$25,516,670.00",73.80%
Haywire,"$34,513,760.00","$18,942,396.00",54.90%,"$15,571,364.00",45.10%
Steve Jobs,"$34,441,873.00","$17,766,658.00",51.60%,"$16,675,215.00",48.40%
Adventures in Zambezia,"$34,428,345.00",-,-,"$34,428,345.00",100%
My Mom is a Character 3,"$34,360,029.00",-,-,"$34,360,029.00",100%
Warrior of the Hornor,"$34,291,831.00",-,-,"$34,291,831.00",100%
Victor Frankenstein,"$34,227,298.00","$5,775,076.00",16.90%,"$28,452,222.00",83.10%
The House,"$34,184,504.00","$25,584,504.00",74.80%,"$8,600,000.00",25.20%
Cirque du Soleil: Worlds Away,"$34,153,101.00","$12,512,862.00",36.60%,"$21,640,239.00",63.40%
The Bob's Burgers Movie,"$34,148,750.00","$31,933,830.00",93.50%,"$2,214,920.00",6.50%
The Battle: Roar to Victory,"$34,148,707.00",-,-,"$34,148,707.00",100%
Black & White: The Dawn of Justice,"$34,146,896.00",-,-,"$34,146,896.00",100%
The Bad Guys: The Movie,"$34,024,386.00","$166,972.00",0.50%,"$33,857,414.00",99.50%
"My Love, Don't Cross That River","$34,012,261.00",-,-,"$34,012,261.00",100%
The Witness,"$33,963,557.00","$418,063.00",1.20%,"$33,545,494.00",98.80%
Doraemon the Movie: Nobita's New Dinosaur,"$33,942,341.00",-,-,"$33,942,341.00",100%
Camping 2,"$33,857,735.00",-,-,"$33,857,735.00",100%
The Good Liar,"$33,856,058.00","$17,156,058.00",50.70%,"$16,700,000.00",49.30%
Don't Go Breaking My Heart 2,"$33,801,759.00",-,-,"$33,801,759.00",100%
Hunt,"$33,800,203.00","$25,994.00",<0.1%,"$33,774,209.00",99.90%
The Art of Racing in the Rain,"$33,766,787.00","$26,395,642.00",78.20%,"$7,371,145.00",21.80%
I Want to Eat Your Pancreas,"$33,748,006.00","$277,019.00",0.80%,"$33,470,987.00",99.20%
Deliver Us from Evil,"$33,718,703.00",-,-,"$33,718,703.00",100%
Nobody's Fool,"$33,705,333.00","$31,713,110.00",94.10%,"$1,992,223.00",5.90%
The Invitation,"$33,700,080.00","$25,100,080.00",74.50%,"$8,600,000.00",25.50%
The Skin I Live In,"$33,678,406.00","$3,185,812.00",9.50%,"$30,492,594.00",90.50%
Three Heroes on Distant Shores,"$33,674,759.00",-,-,"$33,674,759.00",100%
Gantz: Perfect Answer,"$33,672,515.00",-,-,"$33,672,515.00",100%
Punch,"$33,556,725.00",-,-,"$33,556,725.00",100%
Arthur 3: The War of the Two Worlds,"$33,519,334.00",-,-,"$33,519,334.00",100%
2016: Obama's America,"$33,449,086.00","$33,449,086.00",100%,-,-
Get on Up,"$33,448,971.00","$30,703,100.00",91.80%,"$2,745,871.00",8.20%
The Perks of Being a Wallflower,"$33,384,127.00","$17,742,948.00",53.10%,"$15,641,179.00",46.90%
Girls,"$33,325,338.00",-,-,"$33,325,338.00",100%
Licorice Pizza,"$33,269,800.00","$17,318,007.00",52.10%,"$15,951,793.00",47.90%
Perfect Strangers,"$33,262,366.00","$1,014,507.00",3.10%,"$32,247,859.00",96.90%
Brightburn,"$33,224,654.00","$17,300,439.00",52.10%,"$15,924,215.00",47.90%
Project Almanac,"$33,213,241.00","$22,348,241.00",67.30%,"$10,865,000.00",32.70%
Bharat,"$33,185,983.00","$2,971,549.00",9%,"$30,214,434.00",91%
Baaghi 2,"$33,139,063.00","$1,319,579.00",4%,"$31,819,484.00",96%
Dogwood Tree,"$33,016,351.00",-,-,"$33,016,351.00",100%
Lockout,"$32,948,113.00","$14,326,864.00",43.50%,"$18,621,249.00",56.50%
Inside Llewyn Davis,"$32,935,319.00","$13,235,319.00",40.20%,"$19,700,000.00",59.80%
Sleepless,"$32,917,353.00","$20,783,704.00",63.10%,"$12,133,649.00",36.90%
Respect,"$32,882,823.00","$24,278,399.00",73.80%,"$8,604,424.00",26.20%
Serial Teachers,"$32,849,727.00",-,-,"$32,849,727.00",100%
Hindi Medium,"$32,841,493.00",-,-,"$32,841,493.00",100%
Bait,"$32,813,407.00",-,-,"$32,813,407.00",100%
The Crossing,"$32,806,475.00",-,-,"$32,806,475.00",100%
Fly Me to the Saitama,"$32,802,347.00",-,-,"$32,802,347.00",100%
Big Red Envelope,"$32,800,000.00",-,-,"$32,800,000.00",100%
Old Boys: The Way of the Dragon,"$32,800,000.00",-,-,"$32,800,000.00",100%
Steel Rain,"$32,783,733.00",-,-,"$32,783,733.00",100%
Part of Me,"$32,726,956.00","$25,326,071.00",77.40%,"$7,400,885.00",22.60%
Leap Year,"$32,686,500.00","$25,918,920.00",79.30%,"$6,767,580.00",20.70%
Mud,"$32,613,173.00","$21,590,086.00",66.20%,"$11,023,087.00",33.80%
BTS Permission to Dance on Stage - Seoul: Live Viewing,"$32,600,000.00","$6,840,000.00",21%,"$25,760,000.00",79%
The Hurricane Heist,"$32,517,248.00","$6,115,825.00",18.80%,"$26,401,423.00",81.20%
Midsummer's Equation,"$32,514,549.00",-,-,"$32,514,549.00",100%
Nameless Gangster: Rules of the Time,"$32,472,645.00",-,-,"$32,472,645.00",100%
UglyDolls,"$32,450,241.00","$20,150,241.00",62.10%,"$12,300,000.00",37.90%
Movie 43,"$32,438,988.00","$8,840,453.00",27.30%,"$23,598,535.00",72.70%
The House That Never Dies II,"$32,433,588.00",-,-,"$32,433,588.00",100%
Stuber,"$32,390,945.00","$22,370,452.00",69.10%,"$10,020,493.00",30.90%
Detective K: Secret of Virtuous Widow,"$32,358,664.00",-,-,"$32,358,664.00",100%
Hit Me Anyone One More Time!,"$32,333,512.00",-,-,"$32,333,512.00",100%
Kevin Hart: Let Me Explain,"$32,318,051.00","$32,244,051.00",99.80%,"$74,000.00",0.20%
Potiche,"$32,309,881.00","$1,618,844.00",5%,"$30,691,037.00",95%
Pokémon,"$32,293,377.00",-,-,"$32,293,377.00",100%
Masquerade Night,"$32,287,400.00",-,-,"$32,287,400.00",100%
Seven Psychopaths,"$32,226,382.00","$15,024,049.00",46.60%,"$17,202,333.00",53.40%
Somewhere Winter,"$32,218,990.00",-,-,"$32,218,990.00",100%
Once Upon a Time in Hong Kong,"$32,218,874.00",-,-,"$32,218,874.00",100%
Home Sweet Home,"$32,178,677.00",-,-,"$32,178,677.00",100%
The After-Dinner Mysteries,"$32,160,741.00",-,-,"$32,160,741.00",100%
The Kid Who Would Be King,"$32,140,970.00","$16,790,790.00",52.20%,"$15,350,180.00",47.80%
You Again,"$32,054,369.00","$25,702,053.00",80.20%,"$6,352,316.00",19.80%
Two Tigers,"$32,001,580.00",-,-,"$32,001,580.00",100%
Os Dez Mandamentos - O Filme,"$31,998,251.00",-,-,"$31,998,251.00",100%
Dilwale,"$31,994,323.00","$4,871,263.00",15.20%,"$27,123,060.00",84.80%
Suffragette,"$31,972,096.00","$4,702,420.00",14.70%,"$27,269,676.00",85.30%
The Floating Castle,"$31,967,471.00",-,-,"$31,967,471.00",100%
The Neighbors,"$31,949,315.00",-,-,"$31,949,315.00",100%
All About Me,"$31,920,159.00",-,-,"$31,920,159.00",100%
Bounty Hunters,"$31,918,573.00",-,-,"$31,918,573.00",100%
Bad Times at the El Royale,"$31,882,724.00","$17,839,115.00",56%,"$14,043,609.00",44%
Tinker Bell and the Legend of the NeverBeast,"$31,836,701.00",-,-,"$31,836,701.00",100%
The Dream Team,"$31,822,402.00",-,-,"$31,822,402.00",100%
Self/less,"$31,807,156.00","$12,279,691.00",38.60%,"$19,527,465.00",61.40%
Underdogs,"$31,775,719.00",-,-,"$31,775,719.00",100%
Spring Breakers,"$31,724,284.00","$14,124,284.00",44.50%,"$17,600,000.00",55.50%
Beautiful Boy,"$31,711,319.00","$7,649,973.00",24.10%,"$24,061,346.00",75.90%
Hunter Killer,"$31,672,678.00","$15,767,460.00",49.80%,"$15,905,218.00",50.20%
New World,"$31,670,607.00","$457,806.00",1.40%,"$31,212,801.00",98.60%
Ae Dil Hai Mushkil,"$31,668,920.00","$4,264,983.00",13.50%,"$27,403,937.00",86.50%
Anna,"$31,626,978.00","$7,743,794.00",24.50%,"$23,883,184.00",75.50%
Super Troopers 2,"$31,626,386.00","$30,617,396.00",96.80%,"$1,008,990.00",3.20%
Shin Ultraman,"$31,523,533.00",-,-,"$31,523,533.00",100%
The Four 3,"$31,521,335.00",-,-,"$31,521,335.00",100%
Bodyguard,"$31,516,209.00","$1,834,384.00",5.80%,"$29,681,825.00",94.20%
The Thing,"$31,505,287.00","$16,928,670.00",53.70%,"$14,576,617.00",46.30%
Harry Potter and the Sorcerer's Stone 2020 Re-release,"$31,501,815.00",-,-,"$31,501,815.00",100%
I Don't Know How She Does It,"$31,410,151.00","$9,662,284.00",30.80%,"$21,747,867.00",69.20%
Assassination Classroom: The Graduation,"$31,352,921.00",-,-,"$31,352,921.00",100%
"All's Well, Ends Well 2011","$31,335,572.00",-,-,"$31,335,572.00",100%
What's in a Name?,"$31,303,580.00","$8,111.00",<0.1%,"$31,295,469.00",100%
101 Proposals,"$31,283,838.00",-,-,"$31,283,838.00",100%
Tazza: The Hidden Card,"$31,278,476.00","$251,555.00",0.80%,"$31,026,921.00",99.20%
Perfect Strangers,"$31,254,929.00",-,-,"$31,254,929.00",100%
Amsterdam,"$31,245,810.00","$14,947,969.00",47.80%,"$16,297,841.00",52.20%
Saving Mr. Wu,"$31,222,161.00","$92,696.00",0.30%,"$31,129,465.00",99.70%
Honest Thief,"$31,220,247.00","$14,163,574.00",45.40%,"$17,056,673.00",54.60%
The Invisible Guest,"$31,191,910.00",-,-,"$31,191,910.00",100%
My Dear Liar,"$31,177,968.00","$90,545.00",0.30%,"$31,087,423.00",99.70%
Joyful Noise,"$31,158,113.00","$30,932,113.00",99.30%,"$226,000.00",0.70%
Mrs. Brown's Boys D'Movie,"$31,116,264.00",-,-,"$31,116,264.00",100%
Premium Rush,"$31,083,599.00","$20,275,446.00",65.20%,"$10,808,153.00",34.80%
The Wild Goose Lake,"$31,064,835.00","$12,573.00",<0.1%,"$31,052,262.00",100%
Wild Tales,"$31,061,476.00","$3,106,530.00",10%,"$27,954,946.00",90%
The Strangers: Prey at Night,"$31,039,126.00","$24,586,708.00",79.20%,"$6,452,418.00",20.80%
Vysotsky. Thank You for Being Alive,"$31,016,553.00",-,-,"$31,016,553.00",100%
This Is Not What I Expected,"$30,996,615.00","$337,670.00",1.10%,"$30,658,945.00",98.90%
Silenced,"$30,996,130.00",-,-,"$30,996,130.00",100%
Playing for Keeps,"$30,962,335.00","$13,103,272.00",42.30%,"$17,859,063.00",57.70%
Tad the Lost Explorer and the Emerald Tablet,"$30,956,140.00","$67,599.00",0.20%,"$30,888,541.00",99.80%
Rise of the Legend,"$30,932,534.00",-,-,"$30,932,534.00",100%
Billy Lynn's Long Halftime Walk,"$30,930,984.00","$1,738,477.00",5.60%,"$29,192,507.00",94.40%
Pandora,"$30,896,701.00",-,-,"$30,896,701.00",100%
Gintama 2: Rules are Made to be Broken,"$30,896,653.00",-,-,"$30,896,653.00",100%
The Little Things,"$30,863,426.00","$15,342,746.00",49.70%,"$15,520,680.00",50.30%
African Cats,"$30,857,747.00","$15,428,747.00",50%,"$15,429,000.00",50%
The Unholy,"$30,832,137.00","$15,532,137.00",50.40%,"$15,300,000.00",49.60%
Attack on Titan Part 1,"$30,810,658.00","$449,523.00",1.50%,"$30,361,135.00",98.50%
Winter's Tale,"$30,800,231.00","$12,600,231.00",40.90%,"$18,200,000.00",59.10%
Norm of the North,"$30,734,502.00","$17,062,499.00",55.50%,"$13,672,003.00",44.50%
Carnage,"$30,722,632.00","$2,547,047.00",8.30%,"$28,175,585.00",91.70%
A Man Called Ove,"$30,692,889.00","$3,479,315.00",11.30%,"$27,213,574.00",88.70%
A Wedding Invitation,"$30,665,036.00","$14,350.00",<0.1%,"$30,650,686.00",100%
When the Bough Breaks,"$30,658,387.00","$29,747,603.00",97%,"$910,784.00",3%
The Last Warrior,"$30,618,274.00",-,-,"$30,618,274.00",100%
